ID,RED,IR,RED 4xS,IR 4xS
,227587,240295,,
,227650,240391,,
,227812,240525,,
,227918,240588,,
,227899,240744,,
,227732,240697,,
,227752,240551,,
,227801,240651,,
,228039,240762,,
,228047,241021,,
,228126,241288,,
,228141,241134,,
,228060,241214,,
,228182,241212,,
,228281,241339,,
,228123,241092,,
,227959,240740,,
,227557,240231,,
,227173,239894,,
,227105,239581,,
,227166,239661,,
,227161,239747,,
,227069,239740,,
,227078,239651,,
,227074,239690,,
,227214,239803,,
,227357,239975,,
,227360,240077,,
,227293,240070,,
,227434,240120,,
,227501,240220,,
,227537,240291,,
,227605,240357,,
,227738,240553,,
,227673,240467,,
,227754,240627,,
,227713,240648,,
,227760,240668,,
,227776,240728,,
,227864,240893,,
,227950,241038,,
,228103,241228,,
,228117,241303,,
,227895,241116,,
,227595,240611,,
,227379,240057,,
,227274,239891,,
,227261,239844,,
,227227,239804,,
,227139,239840,,
,227077,239749,,
,227235,239820,,
,227357,239918,,
,227312,239962,,
,227331,239970,,
,227241,240056,,
,227363,240191,,
,227664,240423,,
,227733,240548,,
,227531,240629,,
,227433,240501,,
,227699,240517,,
,227867,240807,,
,228123,241117,,
,227877,241126,,
,227857,241051,,
,227995,240978,,
,228233,241314,,
,228414,241690,,
,228370,241760,,
,228248,241589,,
,228347,241506,,
,228460,241450,,
,227990,241180,,
,227742,240669,,
,227456,240245,,
,227540,240308,,
,227675,240399,,
,227626,240588,,
,227449,240327,,
,227434,240349,,
,227598,240467,,
,227648,240718,,
,227790,240770,,
,227855,240909,,
,227953,241128,,
,228011,241084,,
,228142,241195,,
,228190,241390,,
,228116,241378,,
,228120,241358,,
,228182,241472,,
,228362,241620,,
,228564,241800,,
,228442,241887,,
,228500,241969,,
,228463,241987,,
,228644,242110,,
,228637,242269,,
,228825,242348,,
,228784,242533,,
,228618,242129,,
,228223,241609,,
,228188,241252,,
,227974,241173,,
,227866,241024,,
,227936,241033,,
,228021,241117,,
,227949,241160,,
,227990,241202,,
,228186,241341,,
,228225,241493,,
,228234,241654,,
,228466,241681,,
,228476,241903,,
,228652,242105,,
,228647,242151,,
,228630,242166,,
,228520,242013,,
,228764,242282,,
,228870,242418,,
,229053,242658,,
,228791,242638,,
,228857,242572,,
,228969,242599,,
,229198,242837,,
,229290,243048,,
,229116,242991,,
,229041,242874,,
,229023,242936,,
,229237,243035,,
,229217,242844,,
,228802,242231,,
,228527,241769,,
,228298,241527,,
,228173,241414,,
,228304,241493,,
,228440,241580,,
,228510,241670,,
,228368,241683,,
,228443,241716,,
,228390,241751,,
,228416,241855,,
,228423,241866,,
,228556,241937,,
,228694,241907,,
,228635,242097,,
,228768,242238,,
,228797,242269,,
,228767,242290,,
,228793,242364,,
,228674,242445,,
,228878,242401,,
,228916,242550,,
,228911,242533,,
,228940,242705,,
,229015,242808,,
,229162,242913,,
,229145,242953,,
,229200,243013,,
,229099,242707,,
,228714,242298,,
,228473,241803,,
,228280,241513,,
,228330,241503,,
,228340,241530,,
,228333,241637,,
,228396,241575,,
,228398,241486,,
,228226,241467,,
,228252,241458,,
,228445,241585,,
,228495,241795,,
,228557,241807,,
,228540,241937,,
,228600,241922,,
,228495,241914,,
,228632,241965,,
,228615,242052,,
,228688,242127,,
,228691,242204,,
,228782,242232,,
,228792,242288,,
,228885,242475,,
,228917,242495,,
,229050,242683,,
,229073,242662,,
,229090,242918,,
,229103,243031,,
,229141,242887,,
,229106,242895,,
,228910,242553,,
,228672,242105,,
,228527,241782,,
,228407,241517,,
,228362,241445,,
,228251,241401,,
,228168,241228,,
,228174,241170,,
,227999,241075,,
,228149,241166,,
,228319,241337,,
,228539,241600,,
,228410,241696,,
,228306,241457,,
,228411,241534,,
,228556,241811,,
,228631,241850,,
,228589,241937,,
,228563,241996,,
,228607,241830,,
,228683,241927,,
,228833,242174,,
,228813,242248,,
,228763,242282,,
,228743,242297,,
,228888,242404,,
,228933,242476,,
,228975,242496,,
,228997,242565,,
,229022,242585,,
,229117,242720,,
,229089,242809,,
,229275,243002,,
,229308,242864,,
,229089,242458,,
,229064,241964,,
,228896,241496,,
,228300,240589,,
,219917,230165,,
,243030,239727,,
,208250,188416,,
,122880,90112,,
,30398,13396,,
,6357,5861,,
,3760,3647,,
,3040,3009,,
,2761,2766,,
,2691,2688,,
,2630,2698,,
,2722,2602,,
,2695,2623,,
,2570,2641,,
,2469,2547,,
,2436,2491,,
,2429,2568,,
,2405,2454,,
,2355,2458,,
,2348,2468,,
,2401,2452,,
,2373,2440,,
,2367,2458,,
,2349,2420,,
,2326,2462,,
,2347,2377,,
,2362,2397,,
,2339,2437,,
,2300,2386,,
,2249,2380,,
,2243,2425,,
,2274,2371,,
,2290,2344,,
,2333,2337,,
,2348,2291,,
,2320,2439,,
,2292,2375,,
,2310,2361,,
,2203,2350,,
,2266,2280,,
,2274,2273,,
,2298,2346,,
,2269,2309,,
,2269,2344,,
,2229,2356,,
,2204,2347,,
,2234,2340,,
,2298,2343,,
,2284,2398,,
,2259,2321,,
,2243,2303,,
,2210,2378,,
,2176,2273,,
,2174,2336,,
,2245,2289,,
,2207,2290,,
,2189,2279,,
,2281,2312,,
,2250,2293,,
,2238,2320,,
,2180,2312,,
,2193,2310,,
,2259,2338,,
,2179,2220,,
,2264,2308,,
,2184,2248,,
,2178,2250,,
,2174,2283,,
,2189,2335,,
,2109,2279,,
,2126,2236,,
,2170,2284,,
,2179,2276,,
,2123,2225,,
,2198,2302,,
,2179,2319,,
,2256,2244,,
,2118,2254,,
,2153,2233,,
,2149,2298,,
,2194,2257,,
,2198,2255,,
,2212,2317,,
,2186,2243,,
,2173,2198,,
,2180,2228,,
,2179,2293,,
,2145,2265,,
,2213,2259,,
,2144,2247,,
,2135,2251,,
,2126,2149,,
,2174,2236,,
,2167,2167,,
,2160,2203,,
,2234,2240,,
,2136,2271,,
,2167,2242,,
,2148,2233,,
,2179,2221,,
,2126,2155,,
,2123,2186,,
,2156,2207,,
,2134,2256,,
,2112,2199,,
,2109,2241,,
,2109,2240,,
,2113,2187,,
,2149,2279,,
,2118,2190,,
,2092,2287,,
,2126,2241,,
,2181,2168,,
,2096,2167,,
,2074,2107,,
,2129,2251,,
,2190,2218,,
,2092,2277,,
,2212,2223,,
,2103,2190,,
,2115,2266,,
,2145,2236,,
,2145,2220,,
,2143,2201,,
,2090,2204,,
,2195,2202,,
,2119,2251,,
,2078,2181,,
,2106,2230,,
,2088,2175,,
,2159,2241,,
,2128,2153,,
,2145,2144,,
,2173,2227,,
,2112,2128,,
,2169,2245,,
,2108,2213,,
,2092,2140,,
,2135,2201,,
,2124,2244,,
,2111,2157,,
,2122,2189,,
,2092,2196,,
,2117,2229,,
,2190,2181,,
,2079,2209,,
,2141,2200,,
,2214,2237,,
,2108,2208,,
,2154,2207,,
,2115,2147,,
,2100,2119,,
,2135,2169,,
,2132,2251,,
,2112,2230,,
,2135,2198,,
,2104,2165,,
,2168,2248,,
,2096,2212,,
,2108,2212,,
,2125,2147,,
,2181,2155,,
,2109,2139,,
,2152,2166,,
,2104,2233,,
,2111,2141,,
,2091,2217,,
,2059,2212,,
,2096,2216,,
,2124,2195,,
,2136,2206,,
,2075,2155,,
,2123,2194,,
,2100,2166,,
,2109,2223,,
,2108,2144,,
,2105,2123,,
,2101,2235,,
,2154,2235,,
,2139,2205,,
,2079,2194,,
,2100,2123,,
,2098,2156,,
,2164,2132,,
,2091,2137,,
,2038,2221,,
,2082,2130,,
,2088,2112,,
,2033,2203,,
,2131,2169,,
,2093,2241,,
,2039,2181,,
,2140,2157,,
,2131,2165,,
,2117,2129,,
,2118,2173,,
,2102,2206,,
,2098,2146,,
,2120,2225,,
,2112,2152,,
,2139,2145,,
,2090,2159,,
,2098,2226,,
,2175,2186,,
,2074,2178,,
,2064,2094,,
,2048,2135,,
,2102,2150,,
,2073,2232,,
,2052,2211,,
,2063,2146,,
,2076,2169,,
,2024,2160,,
,2035,2184,,
,2030,2157,,
,2091,2198,,
,2110,2171,,
,2045,2173,,
,2097,2143,,
,2147,2222,,
,2065,2165,,
,2074,2133,,
,2115,2120,,
,2044,2098,,
,2127,2077,,
,2069,2135,,
,2128,2105,,
,2049,2061,,
,2049,2183,,
,2110,2217,,
,2131,2166,,
,2107,2172,,
,2058,2104,,
,2088,2164,,
,2068,2165,,
,2078,2118,,
,2064,2155,,
,2086,2160,,
,2148,2172,,
,2115,2145,,
,2043,2155,,
,2108,2149,,
,2078,2228,,
,2068,2180,,
,2096,2180,,
,2081,2167,,
,2031,2122,,
,2091,2198,,
,2058,2069,,
,2102,2150,,
,2066,2116,,
,2019,2155,,
,2081,2157,,
,2064,2160,,
,2076,2108,,
,2051,2138,,
,2060,2251,,
,2052,2108,,
,2034,2114,,
,2047,2113,,
,2054,2124,,
,2055,2110,,
,1984,2178,,
,1997,2086,,
,2057,2139,,
,2098,2116,,
,2108,2125,,
,2097,2077,,
,2096,2099,,
,2087,2139,,
,2072,2146,,
,2046,2104,,
,2066,2155,,
,1976,2093,,
,2044,2102,,
,2123,2101,,
,2068,2024,,
,2094,2098,,
,2022,2112,,
,2028,2149,,
,2050,2086,,
,2027,2139,,
,2075,2080,,
,2030,2110,,
,2002,2082,,
,2053,2155,,
,2032,2154,,
,2018,2185,,
,2013,2212,,
,2060,2077,,
,2069,2083,,
,2067,2139,,
,2094,2056,,
,2096,2107,,
,2037,2158,,
,2037,2057,,
,2004,2117,,
,2053,2120,,
,2003,2174,,
,2038,2092,,
,2043,2056,,
,2045,2086,,
,2080,2112,,
,2068,2063,,
,2104,2194,,
,2058,2097,,
,2017,2121,,
,1986,2114,,
,2009,2091,,
,1983,2151,,
,2065,2100,,
,2036,2089,,
,2023,2176,,
,2047,2107,,
,2035,2134,,
,1991,2113,,
,2024,2052,,
,1945,2089,,
,1944,2132,,
,2038,2037,,
,2076,2063,,
,2035,2163,,
,2026,2141,,
,2020,2116,,
,2033,2123,,
,2044,2083,,
,2047,2120,,
,2021,2148,,
,1988,2092,,
,2037,2068,,
,2025,2121,,
,2079,2113,,
,2084,2066,,
,2059,2125,,
,2097,2098,,
,2007,2080,,
,2025,2139,,
,2012,2105,,
,2057,2168,,
,2083,2122,,
,2062,2068,,
,2057,2101,,
,2046,2096,,
,2101,2127,,
,2066,2020,,
,2040,2120,,
,2015,2115,,
,2013,2126,,
,2050,2082,,
,2074,2157,,
,2009,2092,,
,2061,2117,,
,2071,2193,,
,1965,2061,,
,2053,2194,,
,2005,2140,,
,2060,2091,,
,2021,2111,,
,2043,2199,,
,2014,2077,,
,2022,2096,,
,2013,2135,,
,2047,2127,,
,2026,2120,,
,1988,2144,,
,1999,2077,,
,2045,2104,,
,2097,2140,,
,2071,2130,,
,2061,2139,,
,2015,2120,,
,2059,2144,,
,2029,2058,,
,2058,2170,,
,2052,2163,,
,2066,2121,,
,2036,2114,,
,2064,2138,,
,2035,2073,,
,2112,2095,,
,2040,2147,,
,1988,1988,,
,2016,2104,,
,2050,2173,,
,2111,2164,,
,2063,2145,,
,2024,2075,,
,2035,2129,,
,2133,2085,,
,2070,2076,,
,1965,2082,,
,2020,2147,,
,2042,2066,,
,1990,2106,,
,2085,2151,,
,2075,2114,,
,1996,2108,,
,2053,2059,,
,2020,2117,,
,1934,2138,,
,2044,2186,,
,1975,2168,,
,2023,2143,,
,2025,2107,,
,2091,2081,,
,2081,2144,,
,2115,2132,,
,2097,2107,,
,2041,2150,,
,2039,2065,,
,2040,2131,,
,1988,2064,,
,2076,2082,,
,1947,2156,,
,2049,2136,,
,1957,2096,,
,2014,2083,,
,2014,2075,,
,2042,2107,,
,2053,2135,,
,2023,2103,,
,2065,2097,,
,2065,2090,,
,2026,2126,,
,1994,2145,,
,2048,2149,,
,2026,2069,,
,2011,2073,,
,2044,2079,,
,2031,2086,,
,1978,2147,,
,2061,2126,,
,1979,2112,,
,2001,2086,,
,2032,2123,,
,2120,2200,,
,2030,2130,,
,2032,2121,,
,2018,2031,,
,2005,2069,,
,2039,2141,,
,2010,2125,,
,2101,2105,,
,1943,2118,,
,2016,2123,,
,1992,2108,,
,2101,2052,,
