ID,RED,IR,RED 4xS,IR 4xS
1059,2044,2124,,
1060,2072,2140,,
1061,2058,2120,,
1062,2028,2063,,
1063,2024,2081,,
1064,2029,2092,,
1065,2016,2085,,
1066,1994,2071,,
1067,1983,2121,,
1068,2007,2094,,
1069,2031,2120,,
1070,2042,2103,,
1071,2054,2085,,
1072,2018,2084,,
1073,2039,2112,,
1074,2069,2093,,
1075,2036,2091,,
1076,2034,2111,,
1077,2043,2077,,
1078,2036,2110,,
1079,2071,2094,,
1080,2029,2063,,
1081,2044,2117,,
1082,2051,2108,,
1083,1993,2095,,
1084,2000,2079,,
1085,1991,2094,,
1086,2036,2118,,
1087,2044,2097,,
1088,2057,2061,,
1089,2008,2098,,
1090,1991,2153,,
1091,1986,2124,,
1092,2027,2120,,
1093,1993,2056,,
1094,2015,2077,,
1095,2002,2093,,
1096,2035,2058,,
1097,2076,2082,,
1098,2042,2094,,
1099,2077,2071,,
1100,2053,2078,,
1101,2020,2110,,
1102,2029,2085,,
1103,1984,2149,,
1104,2005,2111,,
1105,2014,2059,,
1106,2031,2050,,
1107,2032,2084,,
1108,2034,2085,,
1109,1962,2077,,
1110,2044,2140,,
1111,2059,2048,,
1112,1994,2094,,
1113,2014,2126,,
1114,2020,2102,,
1115,2060,2105,,
1116,2027,2081,,
1117,2042,2091,,
1118,2002,2089,,
1119,1992,2071,,
1120,2016,2144,,
1121,2012,2106,,
1122,1987,2148,,
1123,2021,2061,,
1124,1994,2129,,
1125,2028,2092,,
1126,2031,2133,,
1127,2024,2047,,
1128,2009,2122,,
1129,1971,2115,,
1130,1983,2103,,
1131,2017,2046,,
1132,2031,2106,,
1133,2027,2106,,
1134,1990,2114,,
1135,2039,2074,,
1136,2010,2138,,
1137,2052,2114,,
1138,2009,2077,,
1139,2001,2058,,
1140,2026,2112,,
1141,2023,2130,,
1142,1986,2104,,
1143,2011,2052,,
1144,1988,2090,,
1145,1998,2064,,
1146,2013,2095,,
1147,2011,2105,,
1148,2023,2094,,
1149,1972,2068,,
1150,2012,2108,,
1151,2009,2039,,
1152,1969,2070,,
1153,2039,2034,,
1154,1997,2054,,
1155,1997,2059,,
1156,1995,2072,,
1157,1968,2059,,
1158,2024,2108,,
1159,2055,2087,,
1160,1997,2124,,
1161,2034,2128,,
1162,1995,2089,,
1163,2022,2146,,
1164,2006,2074,,
1165,2036,2068,,
1166,1988,2076,,
1167,2000,2091,,
1168,1976,2072,,
1169,1935,2072,,
1170,1972,2118,,
1171,2009,2080,,
1172,2006,2075,,
1173,2012,2127,,
1174,1978,2092,,
1175,1996,2059,,
1176,2000,2083,,
1177,2053,2102,,
1178,1993,2117,,
1179,2036,2131,,
1180,2038,2087,,
1181,2001,2048,,
1182,2002,2039,,
1183,1944,2036,,
1184,2002,2075,,
1185,2051,2152,,
1186,2072,2058,,
1187,2013,2074,,
1188,2015,2075,,
1189,2022,2098,,
1190,1999,2112,,
1191,1981,2110,,
1192,2029,2053,,
1193,2026,2097,,
1194,1983,2043,,
1195,2006,2066,,
1196,1975,2064,,
1197,2025,2111,,
1198,1972,2094,,
1199,1981,2069,,
1200,2025,2070,,
1201,1994,2129,,
1202,2053,2063,,
1203,2019,2071,,
1204,2004,2079,,
1205,2010,2058,,
1206,1970,2087,,
1207,1986,2088,,
1208,2001,2132,,
1209,2060,2059,,
1210,2006,2085,,
1211,1976,2091,,
1212,2022,2082,,
1213,2016,2118,,
1214,2020,2066,,
1215,1962,2068,,
1216,1979,2038,,
1217,2026,2086,,
1218,2002,2043,,
1219,,,,
1220,,,,
1221,,,,
1222,,,,
1223,,,,
1224,,,,
1225,,,,
1226,,,,
1227,,,,
1228,,,,
1229,,,,
1230,,,,
1231,,,,
1232,,,,
1233,,,,
1234,,,,
1235,,,,
1236,,,,
1237,,,,
1238,,,,
1239,,,,
1240,,,,
